Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Year,Month,Day
29629,3531,0,748,458,0.0,1832,465,5,365,0,9,2499,2,6,1541,7.379407548473397,2.23606797749979,0.31622776601683794,587.19,6.2392421727138645,0,2013.0,4.0,18.0
25868,2978,2,1081,651,0.0,645,317,23,365,0,8,1261,1,1,875,8.208437284026106,2.6457513110645907,0.0,367.08,6.237777600448834,1,2011.0,5.0,24.0
39399,455,3,1104,678,0.0,1101,117,122,295,6,12,2955,2,11,1686,7.997770720424729,2.6457513110645907,0.4472135954999579,334.4985,6.236721778667303,1,2012.0,5.0,22.0
19559,1804,2,450,270,0.0,259,102,41,365,4,3,2510,2,6,783,7.550634954642026,2.23606797749979,0.0,589.2,6.23026488869823,1,2013.0,5.0,16.0
38362,97,0,1092,650,1.0,1101,117,122,292,6,12,1877,1,14,1562,7.140714498617577,2.6457513110645907,0.0,327.9458,6.22947700628831,0,2011.0,12.0,6.0
21306,3789,0,1297,787,0.0,2134,615,23,365,0,8,154,0,4,289,7.283530642942907,2.0,0.0,116.4,6.225666725778925,0,2013.0,5.0,31.0
21668,3505,0,262,140,0.0,12,629,5,365,0,9,2414,2,6,709,7.572600716869986,2.449489742783178,0.31622776601683794,258.93,6.215847330257143,1,2013.0,10.0,1.0
24260,2789,2,625,354,1.0,12,629,5,365,0,9,2516,2,6,337,7.436540656524957,2.23606797749979,0.31622776601683794,-37.83,6.213847809475783,0,2013.0,12.0,11.0
13646,4725,2,1083,617,1.0,373,296,38,365,4,3,2671,2,6,1523,7.317862263559263,2.449489742783178,0.3872983346207417,-265.761,6.2136476373270675,0,2014.0,3.0,18.0
23708,4056,0,402,235,0.0,988,511,68,365,0,11,3279,2,13,401,7.5782324251607065,1.7320508075688772,0.0,312.66,6.213367328986059,0,2014.0,12.0,19.0
32452,187,0,1014,602,1.4142135623730951,764,706,122,38,6,10,1076,0,16,350,7.716674585785834,2.6457513110645907,0.0,493.7856,6.212886617523852,1,2011.0,12.0,20.0
40932,227,0,1234,752,0.0,592,420,122,34,6,6,432,0,5,1214,7.396224858255175,3.0,0.0,260.6112,6.209515151356182,0,2011.0,10.0,14.0
1779,5897,1,505,295,0.0,1556,524,33,365,5,10,2693,2,6,241,7.101831445529454,2.6457513110645907,0.044721359549995794,508.00876,6.2033651324761445,0,2014.0,9.0,18.0
23880,3607,0,1196,720,1.0,1964,254,51,365,0,4,2698,2,6,763,7.372495078552774,2.23606797749979,0.0,572.55,6.2029402935545095,0,2013.0,11.0,25.0
27094,3856,0,872,527,0.0,1724,261,23,365,0,8,2099,2,0,157,7.754327161625543,3.0,0.0,1025.46,6.202110325592211,0,2013.0,11.0,7.0
24424,4087,3,631,407,1.4142135623730951,1417,644,52,365,0,11,89,0,4,1392,8.095472107999733,2.8284271247461903,0.2645751311064591,140.8248,6.20107696413784,1,2014.0,7.0,19.0
22049,2624,1,453,279,1.4142135623730951,149,71,116,365,0,11,3157,2,13,1133,8.227515475659,2.6457513110645907,0.41231056256176607,946.6338,6.200326601596422,1,2012.0,8.0,16.0
34153,621,0,347,233,1.0,1676,117,122,310,6,12,468,0,5,665,7.3803405728620834,2.0,0.4472135954999579,100.196,6.195629131824389,0,2013.0,8.0,27.0
8009,5559,0,99,28,1.4142135623730951,725,626,72,365,5,7,1324,1,1,873,7.806647531279625,2.6457513110645907,0.0,785.82,6.191298528986568,3,2013.0,1.0,28.0
30267,2634,0,8,0,0.0,2079,288,23,365,0,8,2942,2,11,1591,6.933111086244446,2.8284271247461903,0.7071067811865476,-286.92,6.1909709286560375,0,2012.0,6.0,14.0
33088,131,0,1084,625,0.0,1137,725,122,153,6,3,511,0,5,1217,7.940526865709813,2.8284271247461903,0.0,673.8816,6.19062273567168,1,2011.0,12.0,1.0
17765,4571,2,1105,685,1.0,1937,698,57,365,4,10,2653,2,6,780,7.890735965999118,2.6457513110645907,0.0,534.24,6.1821675479298515,1,2013.0,9.0,5.0
47783,6189,0,1159,666,0.0,763,726,104,365,1,0,3440,2,13,1439,8.251924713801357,2.449489742783178,0.0,268.38,6.178027098159191,1,2014.0,9.0,18.0
34340,1019,1,708,418,1.4142135623730951,1094,117,122,302,6,12,546,0,5,831,7.628163478268834,2.8284271247461903,0.4472135954999579,256.784,6.177030834066826,0,2014.0,9.0,12.0
23175,3260,3,710,421,1.0,2109,732,52,365,0,11,1348,1,1,968,8.161299884776607,2.8284271247461903,0.41231056256176607,210.8568,6.17578410656461,1,2012.0,8.0,3.0
27693,3922,0,889,544,1.4142135623730951,1458,721,5,365,0,9,3062,2,13,67,7.453829506741316,1.7320508075688772,0.31622776601683794,747.612,6.175742522200324,1,2014.0,12.0,9.0
22134,3331,0,767,467,0.0,68,372,23,365,0,8,2433,2,6,247,7.3681503939487625,2.23606797749979,0.0,174.15,6.175180963965499,0,2012.0,10.0,25.0
32998,346,2,931,557,0.0,1336,466,122,3,6,6,423,0,5,1395,7.566331718491887,3.0,0.31622776601683794,321.84,6.169924490795552,0,2012.0,7.0,13.0
22488,2731,2,280,174,1.4142135623730951,267,547,5,365,0,9,39,0,4,1394,7.923473158850511,2.6457513110645907,0.31622776601683794,-214.725,6.166131884965077,1,2013.0,8.0,27.0
15376,4483,0,508,311,0.0,53,478,81,365,4,3,1319,1,1,880,7.592938329884745,2.6457513110645907,0.7071067811865476,-1784.895,6.161776779776206,1,2011.0,11.0,3.0
15162,2092,0,1028,662,0.0,1046,683,38,365,4,3,256,0,4,274,7.015513118760814,1.7320508075688772,0.31622776601683794,296.658,6.159095388491933,0,2014.0,8.0,2.0
32274,1058,0,197,73,1.0,517,429,122,143,6,3,2821,2,11,1042,8.026491058496891,1.4142135623730951,0.31622776601683794,679.996,6.157444978688818,3,2014.0,1.0,8.0
24160,3526,3,1063,648,0.0,1458,721,5,365,0,9,3083,2,13,1133,7.9700855988214805,2.23606797749979,0.31622776601683794,160.605,6.155473615796668,1,2013.0,3.0,11.0
15812,1618,0,612,387,0.0,752,265,41,365,4,3,3097,2,13,401,8.090831257595088,2.23606797749979,0.0,848.4,6.153349525701339,1,2012.0,2.0,2.0
31696,543,2,38,44,0.0,808,666,122,232,6,3,361,0,4,1330,7.7820840334690775,2.0,0.565685424949238,-317.1528,6.153073062304395,0,2013.0,9.0,9.0
4394,5868,0,126,88,1.4142135623730951,1276,430,72,365,5,7,1281,1,1,880,7.544173365295993,2.23606797749979,0.0,887.6,6.146157936784463,1,2014.0,3.0,19.0
22058,3541,0,1170,688,0.0,359,319,23,365,0,8,1335,1,1,722,8.006960725030954,2.449489742783178,0.0,1080.18,6.145536652419772,1,2013.0,10.0,2.0
30187,2951,0,972,613,1.0,1842,653,114,365,0,8,1086,0,16,1031,7.213053767180773,1.7320508075688772,0.0,311.85,6.13116126996509,0,2011.0,12.0,17.0
29484,3916,3,241,167,0.0,12,629,5,365,0,9,1476,1,1,880,8.180500970600276,2.6457513110645907,0.31622776601683794,674.163,6.130225989149557,1,2014.0,3.0,14.0
34667,648,1,1221,751,0.0,1360,497,122,215,6,3,2258,2,0,1080,7.161195224527697,2.23606797749979,0.0,244.6155,6.127174814260428,0,2013.0,3.0,26.0
24015,2800,3,534,334,0.0,1206,645,52,365,0,11,348,0,4,1410,7.976279974957005,2.8284271247461903,0.2645751311064591,125.1216,6.125383364673769,1,2014.0,7.0,9.0
20601,2774,3,28,11,1.4142135623730951,868,307,52,365,0,11,525,0,5,742,8.047957331360294,3.0,0.5196152422706632,-128.7198,6.12404861616319,1,2013.0,6.0,11.0
25915,2904,3,2,31,0.0,149,71,116,365,0,11,3159,2,13,1440,7.880946435864428,2.23606797749979,0.41231056256176607,-0.024,6.117215752413542,1,2014.0,3.0,17.0
21639,2715,0,1075,640,0.0,1338,465,5,365,0,9,154,0,4,289,7.4012373694004845,2.23606797749979,0.31622776601683794,-36.39,6.1165100360822064,3,2013.0,1.0,2.0
23229,2587,0,1201,682,0.0,1826,312,52,365,0,11,3159,2,13,1440,7.880946435864428,2.23606797749979,0.41231056256176607,-0.024,6.113748549311144,1,2012.0,10.0,10.0
33921,915,0,1208,758,1.4142135623730951,1336,466,122,2,6,6,3142,2,13,1313,7.783473985091244,2.8284271247461903,0.0,647.892,6.110247083097449,1,2014.0,10.0,23.0
20674,2981,0,197,73,1.0,178,81,23,365,0,8,1074,0,16,169,8.083114079603796,2.23606797749979,0.5477225575051661,-740.295,6.109647502785692,1,2011.0,6.0,17.0
11331,2446,0,1303,791,1.0,1093,204,121,365,4,7,46,0,4,289,7.737535163126445,2.6457513110645907,0.31622776601683794,127.134,6.109047562761698,1,2014.0,4.0,3.0
58,5007,2,651,371,0.0,1943,274,72,365,5,7,3050,2,13,1163,7.661762347798845,2.23606797749979,0.0,488.6,6.10626536258516,1,2011.0,5.0,17.0
45091,62,2,919,488,1.4142135623730951,263,103,11,365,3,5,894,0,5,820,7.922543832002078,2.449489742783178,0.0,744.48,6.103296577270926,1,2014.0,2.0,11.0
18990,1762,1,594,352,0.0,1965,691,108,365,4,10,2169,2,0,545,7.346642268186887,2.449489742783178,0.0,139.32,6.097894490723829,0,2013.0,10.0,12.0
35425,157,3,641,388,0.0,369,476,122,54,6,10,2830,2,11,690,7.873211342736755,1.7320508075688772,0.7071067811865476,-944.9946,6.097377410193878,1,2011.0,9.0,19.0
51130,6266,2,349,233,1.0,2133,741,120,365,3,5,1717,1,1,875,8.054331994166764,2.449489742783178,0.0,629.28,6.097062534567148,0,2014.0,7.0,17.0
10745,4506,0,1234,752,0.0,1851,31,38,365,4,3,1005,0,16,809,7.709593398179483,2.6457513110645907,0.5916079783099616,-754.4145,6.089611608247506,0,2011.0,5.0,30.0
22515,3234,1,924,555,0.0,1212,702,5,365,0,9,1158,0,16,1020,7.489871452549401,2.449489742783178,0.5477225575051661,204.282,6.086842906406214,0,2012.0,12.0,26.0
29651,2719,2,680,401,0.0,1206,645,52,365,0,11,1137,0,16,1038,7.125753616355664,2.23606797749979,0.6855654600401044,-140.715,6.0841576690381265,0,2013.0,5.0,1.0
24859,4338,3,593,345,0.0,1470,521,18,365,0,11,1133,0,16,851,7.8914653783682525,2.8284271247461903,0.0,1069.2,6.072053259539941,1,2014.0,12.0,3.0
24466,3651,3,8,0,0.0,1135,547,5,365,0,9,618,0,5,820,7.624225842482299,2.23606797749979,0.31622776601683794,591.045,6.071084088336149,1,2013.0,6.0,25.0
21670,4200,2,34,21,0.0,870,309,52,365,0,11,1333,1,1,232,7.451986587502126,2.0,0.41231056256176607,539.4432,6.066200893221999,0,2014.0,7.0,12.0
33102,6464,0,504,307,1.0,1101,117,122,296,6,12,3203,2,13,1422,7.854359479721644,2.6457513110645907,0.4472135954999579,257.5944,6.065318915678462,3,2013.0,12.0,26.0
17548,2086,1,936,564,1.4142135623730951,1253,480,41,365,4,3,1407,1,1,239,6.916143995109881,1.4142135623730951,0.31622776601683794,134.304,6.063389781679444,0,2014.0,9.0,1.0
34367,129,3,1303,791,1.0,1337,182,122,27,6,6,1899,1,14,1543,7.984575162057574,2.6457513110645907,0.0,792.2691,6.06331998420841,1,2011.0,11.0,17.0
17907,1305,1,922,576,1.0,752,265,41,365,4,3,1946,1,14,1550,6.973024158343197,2.449489742783178,0.31622776601683794,-11.934,6.059683786085126,0,2011.0,10.0,13.0
24361,3711,1,950,562,1.4142135623730951,1758,246,23,365,0,8,2655,2,6,1520,6.865473886725531,2.0,0.0,0.0,6.059356813150901,0,2013.0,6.0,10.0
39721,1021,3,954,577,0.0,1020,463,122,282,6,6,249,0,4,637,7.675963548763962,2.23606797749979,0.0,129.294,6.056901102392156,1,2014.0,10.0,13.0
28875,2839,0,1122,691,0.0,1173,454,91,365,0,11,1327,1,1,238,7.268808275248519,1.7320508075688772,0.3872983346207417,-84.3705,6.053993237387927,1,2014.0,6.0,10.0
33317,773,0,1068,633,1.4142135623730951,1529,558,122,60,6,6,1876,1,14,887,7.382267479329504,3.0,0.0,481.869,6.038491252535737,1,2013.0,9.0,20.0
2641,6348,1,765,449,0.0,1722,594,32,365,5,2,3367,2,13,1439,7.623544190022907,2.449489742783178,0.4472135954999579,-332.28,6.037847053288883,1,2011.0,8.0,9.0
36446,205,1,606,343,0.0,1094,466,122,7,6,6,3149,2,13,1316,7.103198699654068,1.7320508075688772,0.0,352.3065,6.036605202772254,0,2011.0,6.0,21.0
26068,3204,0,692,438,1.0,1542,607,23,365,0,8,2386,2,6,261,7.3277805384216315,2.0,0.0,0.0,6.0348592294271715,1,2012.0,8.0,2.0
10306,1490,1,768,476,0.0,1041,31,38,365,4,3,1352,1,1,727,7.801761546348379,2.23606797749979,0.31622776601683794,760.305,6.033877275739589,1,2012.0,6.0,19.0
33836,345,1,447,253,1.0,1678,117,122,334,6,12,602,0,5,791,7.20764058813239,2.449489742783178,0.4472135954999579,-219.1644,6.032342540060296,0,2012.0,7.0,16.0
29226,4271,2,372,222,1.0,233,316,51,365,0,4,1991,1,14,584,7.532072074853436,3.0,0.0,802.17,6.028158031044457,0,2014.0,5.0,22.0
11073,1920,1,1121,686,0.0,194,691,108,365,4,10,201,0,4,456,6.9959950678315455,1.7320508075688772,0.0,119.97,6.022575542133034,0,2013.0,9.0,27.0
24030,3986,0,852,540,1.4142135623730951,981,338,51,365,0,4,33,0,4,927,6.998710535312248,1.7320508075688772,0.0,328.23,6.021168969814313,0,2014.0,6.0,2.0
30202,3538,0,733,419,1.0,12,629,5,365,0,9,86,0,4,290,7.186616562408122,2.0,0.31622776601683794,484.224,6.02073204478855,0,2013.0,9.0,30.0
27230,3171,0,145,115,0.0,986,357,68,365,0,11,3409,2,13,1164,7.846449175391078,2.0,0.0,664.44,6.019128351090456,1,2011.0,7.0,19.0
51284,6066,2,284,174,1.4142135623730951,109,47,97,365,3,5,976,0,4,1494,8.160438244277334,2.8284271247461903,0.0,594.72,6.018714861598142,3,2014.0,8.0,14.0
33283,701,0,210,160,0.0,438,495,122,113,6,6,2473,2,6,775,7.2730759407602,2.0,0.6324555320336759,191.9968,6.015644833359673,0,2013.0,7.0,26.0
28198,4224,0,354,205,0.0,2084,291,23,365,0,8,2513,2,6,264,7.72923410689194,2.449489742783178,0.0,977.22,6.010114549603027,1,2014.0,10.0,31.0
26325,4046,3,77,47,1.4142135623730951,863,396,51,365,0,4,3336,2,13,1134,7.8567687346540005,2.0,0.0,361.44,6.004084578464084,1,2014.0,10.0,7.0
21924,3929,3,282,187,1.4142135623730951,1447,88,51,365,0,4,3409,2,13,1164,8.069514495971521,2.23606797749979,0.0,830.55,6.0038129902888455,1,2014.0,10.0,17.0
30113,3826,2,138,71,0.0,12,629,5,365,0,9,451,0,5,741,7.44190438338299,2.0,0.31622776601683794,378.876,6.002552844093403,0,2013.0,12.0,3.0
30105,3969,0,649,350,1.0,1173,454,91,365,0,11,1433,1,1,229,7.339356510163451,2.449489742783178,0.3872983346207417,325.701,6.002058235318851,1,2014.0,11.0,8.0
24363,3711,1,950,562,1.4142135623730951,1758,246,23,365,0,8,621,0,5,1180,7.231518526004867,1.7320508075688772,0.0,593.91,6.0017860961798535,0,2013.0,6.0,10.0
19902,4501,2,1282,734,1.4142135623730951,997,517,38,365,4,3,370,0,4,1391,7.075425865876436,1.7320508075688772,0.31622776601683794,498.807,5.997073785872493,0,2011.0,9.0,21.0
13998,4468,0,1030,621,0.0,526,110,38,365,4,3,416,0,5,740,7.436763394804276,2.0,0.31622776601683794,734.928,5.996775419426559,1,2011.0,6.0,21.0
34570,947,3,1014,602,1.4142135623730951,1101,117,122,293,6,12,2445,2,6,322,8.119979546159275,2.449489742783178,0.4472135954999579,1049.985,5.995456568377519,1,2014.0,5.0,9.0
47087,6159,2,20,3,1.4142135623730951,324,722,105,365,1,0,1707,1,1,870,7.121704693456404,2.0,0.0,606.36,5.994036237475799,0,2014.0,11.0,26.0
49833,1180,0,675,377,0.0,303,14,34,365,1,0,3020,2,13,1163,7.151250326544244,1.4142135623730951,0.0,140.16,5.993861671707704,0,2012.0,3.0,30.0
2080,5008,2,824,489,0.0,1207,28,24,365,5,10,1247,1,1,970,8.062476912891588,3.0,0.0,856.44,5.993587292488961,3,2011.0,11.0,10.0
33353,882,0,1254,741,0.0,517,429,122,144,6,3,548,0,5,823,7.370035408644534,2.6457513110645907,0.0,412.5394,5.987757685176655,1,2014.0,12.0,23.0
34866,1094,1,628,375,1.4142135623730951,1739,716,122,358,6,12,2833,2,11,1256,7.781639428205799,2.449489742783178,0.4472135954999579,209.58,5.986250980055095,1,2014.0,7.0,4.0
35687,837,0,232,127,0.0,1336,466,122,3,6,6,3138,2,13,1421,7.13963654503957,1.7320508075688772,0.0,327.5922,5.9803277626970655,0,2014.0,11.0,21.0
41838,23,3,646,388,0.0,139,63,7,365,3,5,7,0,16,128,7.629975707027789,2.0,0.0,946.68,5.977923276541315,1,2013.0,1.0,23.0
28110,3136,2,460,260,0.0,868,307,52,365,0,11,189,0,4,1509,7.840264379226765,2.6457513110645907,0.2645751311064591,709.9365,5.977821908066823,1,2011.0,5.0,21.0
17848,4481,0,268,176,1.4142135623730951,1038,517,38,365,4,3,2992,2,11,993,7.186149982023241,2.23606797749979,0.3872983346207417,357.1575,5.969218938160663,0,2011.0,11.0,6.0
38178,418,2,1282,734,1.4142135623730951,1739,716,122,358,6,12,1068,0,16,270,7.557159536594163,3.0,0.0,401.814,5.958967181515206,1,2012.0,12.0,1.0
4817,6350,0,615,411,0.0,280,108,4,365,5,10,3062,2,13,67,7.741366763898959,3.0,0.6324555320336759,38.196,5.958424693029782,1,2011.0,12.0,22.0
50593,1193,2,904,537,1.4142135623730951,673,640,34,365,1,0,987,0,4,1495,7.869760975251651,2.449489742783178,0.0,1072.44,5.9543077027116285,0,2013.0,2.0,5.0
25445,3086,0,10,6,0.0,970,338,51,365,0,4,2560,2,6,1539,6.973243349155297,1.7320508075688772,0.0,394.65,5.952411819844281,0,2011.0,12.0,28.0
36467,594,2,741,451,1.0,517,429,122,143,6,3,521,0,5,686,8.162202542541603,2.23606797749979,0.0,700.98,5.951553595795141,1,2013.0,5.0,28.0
50000,4838,0,308,186,1.0,1184,418,64,365,1,0,3025,2,13,1162,7.842121657583522,2.0,0.0,814.2,5.950668593915315,1,2011.0,4.0,27.0
30934,3193,3,945,573,1.0,2046,717,82,365,0,9,988,0,16,812,8.214919848926723,2.0,0.0,886.68,5.950043414807193,1,2011.0,10.0,6.0
21667,2691,2,539,324,1.4142135623730951,1125,272,23,365,0,8,1086,0,16,1031,7.703390904751261,2.6457513110645907,0.5477225575051661,-221.571,5.9482960517066035,0,2013.0,8.0,24.0
8870,5540,2,638,344,1.4142135623730951,605,61,16,365,5,10,440,0,5,1370,7.120832332696083,2.0,0.0,111.28,5.945996359060835,0,2013.0,9.0,21.0
1899,5718,0,914,552,1.0,1189,421,83,365,5,3,1376,1,1,725,7.499367948717786,2.23606797749979,0.0,126.4,5.945787033611329,0,2014.0,12.0,17.0
31559,6280,2,1105,685,1.0,808,666,122,232,6,3,2821,2,11,1042,8.026491058496891,1.7320508075688772,0.6324555320336759,-509.997,5.944818333034211,3,2011.0,9.0,19.0
34867,1094,1,628,375,1.4142135623730951,1739,716,122,358,6,12,2177,2,0,1310,7.4317734965341105,2.0,0.0,742.632,5.941643852124026,1,2014.0,7.0,4.0
9857,5801,3,698,435,0.0,1153,403,83,365,5,3,1466,1,1,727,7.501800098498871,2.23606797749979,0.0,54.3,5.9382219857122625,1,2014.0,6.0,3.0
2398,5672,0,295,163,0.0,1153,403,83,365,5,3,3113,2,13,1162,7.659878664642379,2.23606797749979,0.0,106.0,5.936744334907749,0,2014.0,9.0,12.0
20610,4229,1,525,327,0.0,2078,300,23,365,0,8,3137,2,13,66,7.151485463904735,1.4142135623730951,0.0,140.22,5.936427411178073,0,2014.0,4.0,17.0
19446,1597,2,902,520,0.0,1317,517,38,365,4,3,2978,2,11,1002,7.374408301208227,2.6457513110645907,0.3872983346207417,-225.162,5.934973557549712,0,2012.0,11.0,21.0
11606,2043,0,485,292,1.0,1812,19,38,365,4,3,292,0,4,277,7.016821320690398,1.7320508075688772,0.31622776601683794,383.706,5.934576684900934,0,2014.0,3.0,6.0
16161,1600,3,146,113,0.0,198,86,41,365,4,3,3243,2,13,402,7.987891260402642,2.23606797749979,0.31622776601683794,1112.13,5.933782466766897,1,2012.0,7.0,23.0
25761,2860,0,352,192,0.0,1825,313,52,365,0,11,1381,1,1,972,8.104781954716957,2.6457513110645907,0.41231056256176607,318.8598,5.929057086979365,1,2014.0,11.0,7.0
6594,5742,0,701,417,0.0,1946,648,16,365,5,10,532,0,5,744,6.80070444665478,3.0,0.0,322.92,5.927938846228104,0,2014.0,11.0,22.0
17380,1244,0,1130,722,0.0,1993,703,6,365,4,3,231,0,4,913,7.6290281966011,2.23606797749979,0.0,390.6,5.922918004572872,1,2011.0,6.0,11.0
23537,3088,1,542,335,0.0,798,660,5,365,0,9,2517,2,6,246,7.198449809422623,2.6457513110645907,0.6324555320336759,44.436,5.920881125652519,0,2011.0,11.0,25.0
20266,1822,2,217,157,0.0,1525,204,121,365,4,7,1356,1,1,231,7.900877413960144,3.0,0.0,890.46,5.916148152798533,1,2013.0,3.0,20.0
21995,3225,3,1278,737,0.0,16,687,51,365,0,4,467,0,5,822,7.922021725872149,2.449489742783178,0.0,413.28,5.914583502772024,1,2012.0,10.0,4.0
15570,4544,0,1006,612,1.4142135623730951,694,129,108,365,4,10,3240,2,13,64,6.89251980633936,2.8284271247461903,0.31622776601683794,-11.16,5.913962359578552,0,2012.0,8.0,6.0
25831,3312,1,426,258,1.4142135623730951,797,278,126,365,0,11,599,0,5,740,7.450548645820653,2.23606797749979,0.5196152422706632,117.657,5.9119883456061855,1,2012.0,10.0,2.0
29383,3956,0,78,60,0.0,868,307,52,365,0,11,1435,1,1,974,7.260199988080732,1.7320508075688772,0.41231056256176607,428.121,5.909630652883846,0,2014.0,3.0,26.0
879,5860,1,1249,765,0.0,311,119,27,365,5,2,2567,2,6,247,6.961000646833918,2.23606797749979,0.044721359549995794,441.2884,5.909576387635298,1,2014.0,11.0,21.0
16997,4476,0,101,55,0.0,53,478,81,365,4,3,2412,2,6,711,7.27367535468455,2.8284271247461903,0.7071067811865476,-1268.04,5.909033573128823,0,2011.0,11.0,30.0
21287,3006,2,384,206,1.0,683,547,5,365,0,9,599,0,5,740,7.842032087261725,2.449489742783178,0.31622776601683794,621.792,5.907783980442044,0,2011.0,11.0,3.0
38876,368,2,100,48,0.0,1278,463,122,250,6,6,1240,1,1,1485,7.873262750696051,2.8284271247461903,0.0,735.0336,5.907321778995554,3,2012.0,11.0,23.0
47029,6015,1,1140,706,0.0,1472,457,96,365,3,5,2752,2,6,765,7.349539458652975,2.8284271247461903,0.0,341.76,5.906940982037328,1,2012.0,12.0,6.0
8378,5346,0,153,118,0.0,1237,187,72,365,5,7,3367,2,13,1439,7.153833801578843,1.7320508075688772,0.0,89.46,5.9050893313612365,1,2013.0,12.0,3.0
2496,5174,3,475,290,1.0,1228,187,72,365,5,7,3251,2,13,401,8.153372779316634,2.8284271247461903,0.0,625.28,5.904407714539809,1,2012.0,12.0,20.0
990,5205,2,357,224,0.0,1066,245,72,365,5,7,3058,2,13,66,7.844240718141811,2.449489742783178,0.0,357.0,5.90317963224041,3,2012.0,9.0,13.0
